date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:27:39	47295/47295	---MC-	200	added ('OK')	text/html	date:Wed,%2012%20Oct%202022%2006:27:37%20GMT	https://arelydiaz88.systeme.io/f995aa19	D:/My%20Web%20Sites/CYBERLINK%20POWERDVD/arelydiaz88.systeme.io/f995aa19.html	(from )
01:27:40	13/13	---M--	200	added ('OK')	text/plain	etag:%2263465536-d%22	https://arelydiaz88.systeme.io/robots.txt		(from )
01:27:40	10472/10472	---M--	200	added ('OK')	image/png	etag:%228ef4308d7726d4ff8621170e787130ed%22	https://editor.systeme.io/assets/images/affiliate_badge_logo.png	D:/My%20Web%20Sites/CYBERLINK%20POWERDVD/editor.systeme.io/assets/images/affiliate_badge_logo.png	(from https://arelydiaz88.systeme.io/f995aa19)
01:27:40	222/222	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2007%20Oct%202022%2007:56:41%20GMT	https://cdn.polyfill.io/v2/polyfill.min.js?features=Intl.~locale.en%2CmatchMedia	D:/My%20Web%20Sites/CYBERLINK%20POWERDVD/cdn.polyfill.io/v2/polyfill.minfad9.js	(from https://arelydiaz88.systeme.io/f995aa19)
01:27:41	498160/498160	---MCZ	200	added ('OK')	text/css	etag:W/%22325672b036bab9b57f6873aed5eccc43%22	https://d3fit27i5nzkqh.cloudfront.net/assets/css/all.min.css	D:/My%20Web%20Sites/CYBERLINK%20POWERDVD/d3fit27i5nzkqh.cloudfront.net/assets/css/all.min.css	(from https://arelydiaz88.systeme.io/f995aa19)
01:27:41	199942/199942	---M--	200	added ('OK')	image/jpeg	etag:%22688a2991a980370f34a190b3eb91b031%22	https://d1yei2z3i6k35z.cloudfront.net/2282150/63462e643ecd6_CyberlinkPowerDvd20BluRay_2.jpg	D:/My%20Web%20Sites/CYBERLINK%20POWERDVD/d1yei2z3i6k35z.cloudfront.net/2282150/63462e643ecd6_CyberlinkPowerDvd20BluRay_2.jpg	(from https://arelydiaz88.systeme.io/f995aa19)
01:27:41	26061/26061	---M--	200	added ('OK')	image/gif	etag:%22c7a9f89648acb569773036b3dc74da99%22	https://d1yei2z3i6k35z.cloudfront.net/systeme-common/5eb174f29027e_imageedit_38_7462331949.gif	D:/My%20Web%20Sites/CYBERLINK%20POWERDVD/d1yei2z3i6k35z.cloudfront.net/systeme-common/5eb174f29027e_imageedit_38_7462331949.gif	(from https://arelydiaz88.systeme.io/f995aa19)
01:27:42	129781/129781	---M--	200	added ('OK')	image/png	etag:%22551c3e7533eadda763625d5900eb273b%22	https://d1yei2z3i6k35z.cloudfront.net/systeme-common/5eb174f23a211_imageedit_36_9831130399.png	D:/My%20Web%20Sites/CYBERLINK%20POWERDVD/d1yei2z3i6k35z.cloudfront.net/systeme-common/5eb174f23a211_imageedit_36_9831130399.png	(from https://arelydiaz88.systeme.io/f995aa19)
01:27:42	1717/1717	---MCZ	200	added ('OK')	application/javascript	etag:W/%227e48280fb388cda9c9571931b0370d17%22	https://d3fit27i5nzkqh.cloudfront.net/js/runtimeSimplePage.6525755ed16e40f11e2f.js	D:/My%20Web%20Sites/CYBERLINK%20POWERDVD/d3fit27i5nzkqh.cloudfront.net/js/runtimeSimplePage.6525755ed16e40f11e2f.js	(from https://arelydiaz88.systeme.io/f995aa19)
01:27:42	495756/495756	---MCZ	200	added ('OK')	application/javascript	etag:W/%229a49d341c0c31b7ba3a53b85db2df2a5%22	https://d3fit27i5nzkqh.cloudfront.net/js/simplePage.97fd9af68a2f80665fb9.js	D:/My%20Web%20Sites/CYBERLINK%20POWERDVD/d3fit27i5nzkqh.cloudfront.net/js/simplePage.97fd9af68a2f80665fb9.js	(from https://arelydiaz88.systeme.io/f995aa19)
01:27:43	863515/863515	---MCZ	200	added ('OK')	application/javascript	etag:W/%223205e2b6080f635764b5e003a11e8852%22	https://d3fit27i5nzkqh.cloudfront.net/js/vendors~simplePage.ee9310ad2d6b7ab45026.js	D:/My%20Web%20Sites/CYBERLINK%20POWERDVD/d3fit27i5nzkqh.cloudfront.net/js/vendors_simplePage.ee9310ad2d6b7ab45026.js	(from https://arelydiaz88.systeme.io/f995aa19)
